# harmonic_dispersion_BaTiO3.csv - produced by scripts/parse_qe_phonons.py
# sources: matdyn.x along Gamma-X-M-Gamma-R-X, q in 2*pi/a units, one block
#   per functional present under dft/qe/<material>/
# omega_cm1 < 0 denotes an imaginary (unstable) harmonic mode
functional,path_index,qx,qy,qz,path_coord,segment,branch,omega_cm1,omega_thz
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,10,304.2827,9.122166
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,11,326.3554,9.783889
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,12,436.8781,13.097276
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,13,446.2125,13.377114
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,14,468.6628,14.050157
pbe,105,0.187500,0.187500,0.000000,1.441942,M-Gamma,15,637.9703,19.125868
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,1,-224.4119,-6.727700
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,2,-105.6919,-3.168563
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,3,78.3698,2.349467
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,4,81.5194,2.443890
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,5,109.9971,3.297630
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,6,182.3760,5.467495
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,7,195.3002,5.854953
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,8,198.9111,5.963205
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,9,278.1702,8.339333
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,10,301.9244,9.051466
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,11,321.9261,9.651102
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,12,438.9963,13.160778
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,13,447.1369,13.404827
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,14,466.8275,13.995136
pbe,106,0.175000,0.175000,0.000000,1.459619,M-Gamma,15,635.3338,19.046828
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,1,-226.7411,-6.797527
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,2,-133.2102,-3.993541
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,3,71.0843,2.131054
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,4,77.3010,2.317426
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,5,106.9457,3.206151
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,6,179.3662,5.377263
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,7,189.2478,5.673506
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,8,195.2990,5.854917
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,9,278.8140,8.358633
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,10,299.6029,8.981869
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,11,317.5498,9.519904
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,12,440.9660,13.219828
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,13,447.9772,13.430019
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,14,464.8623,13.936221
pbe,107,0.162500,0.162500,0.000000,1.477297,M-Gamma,15,633.0561,18.978544
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,1,-229.0264,-6.866039
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,2,-155.4168,-4.659278
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,3,65.1679,1.953684
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,4,72.6808,2.178916
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,5,103.0941,3.090683
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,6,176.7954,5.300193
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,7,183.5813,5.503629
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,8,191.7747,5.749261
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,9,279.3841,8.375725
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,10,297.3353,8.913888
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,11,313.2465,9.390894
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,12,442.7868,13.274414
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,13,448.7406,13.452905
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,14,462.7998,13.874389
pbe,108,0.150000,0.150000,0.000000,1.494975,M-Gamma,15,631.1743,18.922129
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,1,-231.2432,-6.932497
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,2,-173.6950,-5.207245
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,3,59.8063,1.792948
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,4,67.6958,2.029469
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,5,98.3597,2.948750
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,6,174.6300,5.235276
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,7,178.4322,5.349263
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,8,188.3492,5.646567
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,9,279.8751,8.390444
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,10,295.1401,8.848078
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,11,309.0423,9.264855
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,12,444.4587,13.324537
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,13,449.4337,13.473683
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,14,460.6774,13.810761
pbe,109,0.137500,0.137500,0.000000,1.512652,M-Gamma,15,629.7054,18.878093
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,1,-233.3647,-6.996098
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,2,-188.8805,-5.662495
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,3,54.6474,1.638288
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,4,62.3884,1.870357
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,5,92.6953,2.778935
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,6,172.8283,5.181262
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,7,173.8915,5.213136
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,8,185.0472,5.547575
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,9,280.2860,8.402763
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,10,293.0368,8.785022
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,11,304.9699,9.142768
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,12,445.9820,13.370204
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,13,450.0632,13.492555
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,14,458.5380,13.746623
pbe,110,0.125000,0.125000,0.000000,1.530330,M-Gamma,15,628.6449,18.846300
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,1,-235.3670,-7.056125
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,2,-201.5215,-6.041463
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,3,49.5249,1.484719
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,4,56.8032,1.702917
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,5,86.1034,2.581315
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,6,170.0056,5.096640
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,7,171.3466,5.136842
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,8,181.9026,5.453303
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,9,280.6196,8.412764
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,10,291.0461,8.725343
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,11,301.0681,9.025795
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,12,447.3569,13.411422
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,13,450.6335,13.509652
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,14,456.4261,13.683310
pbe,111,0.112500,0.112500,0.000000,1.548008,M-Gamma,15,627.9684,18.826019
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,1,-237.2267,-7.111878
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,2,-212.0087,-6.355861
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,3,44.3563,1.329768
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,4,50.9838,1.528456
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,5,78.6366,2.357466
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,6,166.7681,4.999582
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,7,170.1416,5.100717
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,8,178.9537,5.364897
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,9,280.8815,8.420616
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,10,289.1889,8.669665
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,11,297.3814,8.915270
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,12,448.5840,13.448210
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,13,451.1472,13.525053
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,14,454.3878,13.622204
pbe,112,0.100000,0.100000,0.000000,1.565685,M-Gamma,15,627.6326,18.815952
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,1,-238.9220,-7.162701
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,2,-220.6406,-6.614639
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,3,39.1023,1.172257
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,4,44.9707,1.348188
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,5,70.3867,2.110140
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,6,164.1331,4.920587
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,7,169.1727,5.071670
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,8,176.2403,5.283551
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,9,281.0796,8.426554
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,10,287.4866,8.618631
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,11,293.9585,8.812654
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,12,449.6640,13.480588
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,13,451.6059,13.538804
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,14,452.4687,13.564670
pbe,113,0.087500,0.087500,0.000000,1.583363,M-Gamma,15,627.5796,18.814363
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,1,-240.4331,-7.208003
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,2,-227.6575,-6.825000
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,3,33.7481,1.011743
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,4,38.8002,1.163201
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,5,61.4665,1.842719
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,6,162.0321,4.857600
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,7,168.4038,5.048619
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,8,173.8011,5.210426
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,9,281.2231,8.430856
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,10,285.9600,8.572865
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,11,290.8507,8.719485
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,12,450.5976,13.508576
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,13,450.7116,13.511994
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,14,452.0090,13.550889
pbe,114,0.075000,0.075000,0.000000,1.601041,M-Gamma,15,627.7410,18.819202
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,1,-241.7423,-7.247252
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,2,-233.2583,-6.992908
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,3,28.2941,0.848236
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,4,32.5042,0.974451
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,5,51.9946,1.558759
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,6,160.3919,4.808428
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,7,167.8037,5.030628
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,8,171.6722,5.146603
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,9,281.3222,8.433827
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,10,284.6292,8.532969
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,11,288.1101,8.637324
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,12,449.1559,13.465355
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,13,451.3857,13.532203
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,14,452.3559,13.561289
pbe,115,0.062500,0.062500,0.000000,1.618718,M-Gamma,15,628.0430,18.828255
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,1,-242.8346,-7.279998
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,2,-237.6096,-7.123357
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,3,22.7498,0.682022
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,4,26.1106,0.782776
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,5,42.0844,1.261659
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,6,159.1440,4.771017
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,7,167.3465,5.016922
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,8,169.8853,5.093033
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,9,281.3868,8.435764
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,10,283.5124,8.499488
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,11,285.7867,8.567670
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,12,447.8356,13.425774
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,13,452.0291,13.551491
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,14,452.6444,13.569938
pbe,116,0.050000,0.050000,0.000000,1.636396,M-Gamma,15,628.4122,18.839324
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,1,-243.6974,-7.305864
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,2,-240.8485,-7.220456
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,3,17.1299,0.513541
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,4,19.6434,0.588894
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,5,31.8400,0.954539
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,6,158.2311,4.743649
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,7,167.0117,5.006885
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,8,168.4672,5.050520
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,9,281.4261,8.436942
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,10,282.6257,8.472905
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,11,283.9262,8.511893
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,12,446.7790,13.394097
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,13,452.5286,13.566466
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,14,452.8720,13.576761
pbe,117,0.037500,0.037500,0.000000,1.654074,M-Gamma,15,628.7800,18.850350
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,1,-244.3207,-7.324550
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,2,-243.0832,-7.287451
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,3,11.4522,0.343328
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,4,13.1236,0.393436
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,5,21.3554,0.640219
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,6,157.6094,4.725011
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,7,166.7834,5.000041
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,8,167.4390,5.019695
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,9,281.4480,8.437599
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,10,281.9824,8.453620
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,11,282.5674,8.471158
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,12,446.0084,13.370995
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,13,452.8848,13.577145
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,14,453.0366,13.581696
pbe,118,0.025000,0.025000,0.000000,1.671751,M-Gamma,15,629.0881,18.859587
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,1,-244.6971,-7.335835
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,2,-244.3922,-7.326694
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,3,5.7358,0.171955
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,4,6.5701,0.196967
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,5,10.7157,0.321249
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,6,157.2484,4.714188
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,7,166.6508,4.996065
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,8,166.8160,5.001018
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,9,281.4586,8.437917
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,10,281.5924,8.441928
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,11,281.7397,8.446344
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,12,445.5397,13.356944
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,13,453.0984,13.583548
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,14,453.1362,13.584682
pbe,119,0.012500,0.012500,0.000000,1.689429,M-Gamma,15,629.2920,18.865700
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,1,-244.8231,-7.339612
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,2,-244.8231,-7.339612
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,3,-0.0000,-0.000000
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,4,0.0000,0.000000
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,5,0.0000,0.000000
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,6,157.1300,4.710639
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,7,166.6073,4.994761
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,8,166.6073,4.994761
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,9,281.4617,8.438009
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,10,281.4617,8.438009
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,11,281.4617,8.438009
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,12,445.3824,13.352228
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,13,453.1695,13.585680
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,14,453.1695,13.585680
pbe,120,0.000000,0.000000,0.000000,1.707107,Gamma-R,15,629.3631,18.867831
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,1,-244.3285,-7.324784
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,2,-244.3285,-7.324784
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,3,7.3794,0.221229
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,4,7.3794,0.221229
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,5,13.3126,0.399102
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,6,157.1801,4.712141
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,7,166.8376,5.001665
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,8,166.8376,5.001665
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,9,281.3832,8.435656
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,10,281.8049,8.448298
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,11,281.8049,8.448298
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,12,445.6014,13.358794
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,13,453.1006,13.583614
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,14,453.1006,13.583614
pbe,121,0.012500,0.012500,0.012500,1.728757,Gamma-R,15,629.2070,18.863151
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,1,-242.8211,-7.279593
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,2,-242.8211,-7.279593
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,3,14.7253,0.441453
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,4,14.7253,0.441453
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,5,26.4985,0.794405
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,6,157.3487,4.717195
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,7,167.5253,5.022282
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,8,167.5253,5.022282
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,9,281.1460,8.428545
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,10,282.8258,8.478904
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,11,282.8258,8.478904
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,12,446.2513,13.378277
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,13,452.8944,13.577433
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,14,452.8944,13.577433
pbe,122,0.025000,0.025000,0.025000,1.750408,Gamma-R,15,628.7656,18.849918
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,1,-240.2335,-7.202019
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,2,-240.2335,-7.202019
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,3,22.0024,0.659615
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,4,22.0024,0.659615
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,5,39.4179,1.181719
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,6,157.6922,4.727493
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,7,168.6601,5.056303
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,8,168.6601,5.056303
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,9,280.7447,8.416514
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,10,284.4988,8.529059
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,11,284.4988,8.529059
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,12,447.3111,13.410049
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,13,452.5520,13.567168
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,14,452.5520,13.567168
pbe,123,0.037500,0.037500,0.037500,1.772059,Gamma-R,15,628.1186,18.830522
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,1,-236.4605,-7.088907
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,2,-236.4605,-7.088907
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,3,29.1733,0.874594
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,4,29.1733,0.874594
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,5,51.9035,1.556028
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,6,158.3138,4.746128
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,7,170.2247,5.103208
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,8,170.2247,5.103208
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,9,280.1711,8.399318
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,10,286.7832,8.597544
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,11,286.7832,8.597544
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,12,448.7450,13.453037
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,13,452.0752,13.552874
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,14,452.0752,13.552874
pbe,124,0.050000,0.050000,0.050000,1.793709,Gamma-R,15,627.3891,18.808652
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,1,-231.3638,-6.936112
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,2,-231.3638,-6.936112
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,3,36.1994,1.085231
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,4,36.1994,1.085231
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,5,63.7446,1.911015
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,6,159.3739,4.777909
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,7,172.1939,5.162243
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,8,172.1939,5.162243
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,9,279.4149,8.376648
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,10,289.6261,8.682772
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,11,289.6261,8.682772
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,12,450.5023,13.505719
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,13,451.4652,13.534586
pbe,125,0.062500,0.062500,0.062500,1.815360,Gamma-R,14,451.4652,13.534586
